fund_code,fund_name,track,index_code,index_name,index_family,index_mainstream,map_rule
021881,鑫元华证沪深港红利50指数A,INDEX,,,映射缺失,,
021886,嘉实沪深300ETF联接(LOF)I,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
021889,中欧中证A50指数A,INDEX,,,映射缺失,,
021891,融通中证港股通科技指数A,INDEX,,,映射缺失,,
021893,易方达半导体设备ETF联接A,INDEX,,,映射缺失,,
021895,国投瑞银中证机器人指数发起式A,INDEX,,,映射缺失,,
021922,博时中证国新央企现代能源ETF发起式联接A,INDEX,,,映射缺失,,
021931,兴业华证沪港深红利100指数A,INDEX,,,映射缺失,,
021933,富国中证通信设备主题ETF发起式联接A,INDEX,,,映射缺失,,
021949,南方深证主板50ETF联接A,INDEX,,,映射缺失,,
021958,南方黄金股A,INDEX,,,映射缺失,,
021961,景顺长城中证国新港股通央企红利ETF联接A,INDEX,,,映射缺失,,
021963,天弘储能电池指数A,INDEX,,,映射缺失,,
021971,南方港股通央企红利ETF联接A,INDEX,,,映射缺失,,
021977,中欧中证细分化工产业主题指数发起A,INDEX,,,映射缺失,,
021988,银河中证通信设备主题指数发起式A,INDEX,,,映射缺失,,
022069,天弘中证工程机械主题指数发起A,INDEX,,,映射缺失,,
022072,天弘港股红利高股息指数A,INDEX,,,映射缺失,,
022083,华安中证有色金属矿业主题ETF发起式联接A,INDEX,,,映射缺失,,
022097,长城中证红利低波100ETF联接A,INDEX,,,映射缺失,,
022144,银华中证高股息策略ETF发起式联接A,INDEX,,,映射缺失,,
022151,国投瑞银中证港股通央企红利指数发起式A,INDEX,,,映射缺失,,
022274,国泰港股红利ETF联接A,INDEX,,,映射缺失,,
022290,兴业中证红利指数A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
022330,鑫元中证800红利低波动ETF联接A,INDEX,,,映射缺失,,
022340,融通创业板ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
022342,长盛中证红利低波动100指数A,INDEX,,,映射缺失,,
022350,嘉实中证全指集成电路ETF发起联接A,INDEX,,,映射缺失,,
022384,华夏中证信息技术应用创新产业ETF发起式联接A,INDEX,,,映射缺失,,
022386,华夏中证汽车零部件主题ETF发起式联接A,INDEX,,,映射缺失,,
022421,大成中证A500ETF发起式联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022424,广发中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022426,泰康中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022428,天弘中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022430,华夏中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022432,中欧中证A500指数发起A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022434,南方中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022436,摩根中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022438,华泰柏瑞中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022440,万家中证A500ETF发起式联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022442,工银中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022444,景顺长城中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022448,国泰中证A500ETF发起联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022450,银华中证A500ETF发起式联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022453,嘉实中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022455,招商中证A500ETF发起式联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022457,博时中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022459,易方达中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022463,富国中证A500ETF发起式联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022465,华安中证A500ETF发起式联接A,INDEX,,,映射缺失,,
022469,汇添富中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022504,招商沪深300ETF发起式联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
022599,博时沪深300ETF发起式联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
022627,博时中证A100ETF联接A,INDEX,,,映射缺失,,
022643,中欧国证消费电子主题指数发起A,INDEX,,,映射缺失,,
022665,鹏华中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022695,鹏华中证800ETF发起式联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
022719,广发中证国新港股通央企红利ETF发起式联接A,INDEX,,,映射缺失,,
022725,博时上证科创板芯片ETF发起式联接A,INDEX,,,映射缺失,,
022728,中银上证科创板50ETF联接A,INDEX,,,映射缺失,,
022731,平安中证汽车零部件主题ETF联接A,INDEX,,,映射缺失,,
022750,南方中证港股通汽车产业主题ETF发起联接A,INDEX,,,映射缺失,,
022762,长城中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022781,中泰中证A500指增发起A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
022797,鹏华中证内地低碳经济主题ETF联接I,INDEX,,,映射缺失,,
022840,招商华证价值优选50指数发起式A,INDEX,,,映射缺失,,
022854,中航中证智选均衡配置指数发起A,INDEX,,,映射缺失,,
022859,中银沪深300指数A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
022869,华夏公用事业ETF联接A,INDEX,,,映射缺失,,
022887,华宝标普港股通低波红利ETF联接A,INDEX,,,映射缺失,,
022932,工银科创ETF联接Y,INDEX,,,映射缺失,,
022939,华夏科创创业50ETF发起式联接Y,INDEX,,,映射缺失,,
022965,广发中证500ETF联接(LOF)Y,INDEX,sh000905,中证500,中证500,1.0,name:中证500
023001,汇添富上证科创板100ETF联接A,INDEX,,,映射缺失,,
023022,交银中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023038,汇安中证A500指数A,INDEX,,,映射缺失,,
023042,民生加银中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023050,交银上证科创板100指数A,INDEX,,,映射缺失,,
023052,交银中证A50指数A,INDEX,,,映射缺失,,
023055,富国上证科创板50成份ETF联接A,INDEX,,,映射缺失,,
023059,汇添富沪深300ETF发起式联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
023064,申万菱信沪深300价值ETF联接A,INDEX,,,映射缺失,,
023070,鹏华恒生港股通高股息率指数发起式A,INDEX,,,映射缺失,,
023075,鹏华上证科创板新能源ETF发起式联接A,INDEX,,,映射缺失,,
023104,中银中证港股通高股息投资指数A,INDEX,,,映射缺失,,
023108,广发中证A50ETF联接A,INDEX,,,映射缺失,,
023111,景顺长城上证科创板200指数A,INDEX,,,映射缺失,,
023144,汇添富中证油气资源ETF发起式联接A,INDEX,,,映射缺失,,
023146,中金沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
023148,兴业上证180ETF联接A,INDEX,,,映射缺失,,
023153,中银证券中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023162,银河上证国有企业红利ETF发起式联接A,INDEX,,,映射缺失,,
023179,华泰柏瑞上证180ETF联接A,INDEX,,,映射缺失,,
023182,太平中证红利指数A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
023184,平安中证A500ETF联接A,INDEX,,,映射缺失,,
023196,南方中证物联网主题ETF发起联接A,INDEX,,,映射缺失,,
023199,鹏华上证180ETF发起式联接A,INDEX,,,映射缺失,,
023222,鹏华恒生中国央企ETF发起式联接A,INDEX,,,映射缺失,,
023228,易方达上证180ETF联接A,INDEX,,,映射缺失,,
023230,南方上证180ETF发起联接A,INDEX,,,映射缺失,,
023234,银华上证180ETF发起式联接A,INDEX,,,映射缺失,,
023252,天弘上证180ETF发起联接A,INDEX,,,映射缺失,,
023254,汇添富中证全指软件ETF发起式联接A,INDEX,,,映射缺失,,
023321,华宝中证800红利低波动ETF联接A,INDEX,,,映射缺失,,
023331,华富中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023333,金鹰中证A500指数发起A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023371,国泰创业板50ETF发起联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023382,华泰柏瑞上证科创板200ETF发起式联接A,INDEX,,,映射缺失,,
023384,平安中证人工智能主题ETF发起式联接A,INDEX,,,映射缺失,,
023389,易方达中证港股通高股息投资ETF联接发起式A,INDEX,,,映射缺失,,
023395,宝盈北证50成份指数发起式A,INDEX,,,映射缺失,,
023399,尚正中证A500指数发起A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023407,华宝创业板人工智能ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
023410,天弘恒生红利低波指数A,INDEX,,,映射缺失,,
023414,工银创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023426,中欧恒生沪深港汽车主题指数发起A,INDEX,,,映射缺失,,
023429,嘉实创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023431,天弘中证A50指数A,INDEX,,,映射缺失,,
023437,永赢上证科创板50成份指数A,INDEX,,,映射缺失,,
023441,前海开源北证50成份指数发起A,INDEX,,,映射缺失,,
023444,前海开源中证500等权ETF联接A,INDEX,,,映射缺失,,
023461,中欧中证人工智能主题指数发起A,INDEX,,,映射缺失,,
023479,万家中证全指公用事业ETF联接A,INDEX,,,映射缺失,,
023481,万家中证港股通创新药ETF发起式联接A,INDEX,,,映射缺失,,
023483,中金中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023505,兴银中证港股通科技ETF发起式联接A,INDEX,,,映射缺失,,
023518,国投瑞银上证科创板200指数发起式A,INDEX,,,映射缺失,,
023520,博时上证科创板人工智能ETF发起式联接A,INDEX,,,映射缺失,,
023530,永赢国证通用航空产业ETF发起联接A,INDEX,,,映射缺失,,
023534,永赢中证港股通央企红利ETF联接A,INDEX,,,映射缺失,,
023536,博时中证金融科技主题ETF联接A,INDEX,,,映射缺失,,
023547,平安上证180ETF联接A,INDEX,,,映射缺失,,
023550,银华上证科创板人工智能ETF发起式联接A,INDEX,,,映射缺失,,
023553,华泰柏瑞中证A股ETF发起式联接A,INDEX,,,映射缺失,,
023555,华宝深证100ETF发起式联接A,INDEX,sz399330,深证100,深证100,0.9,name:深证100
023564,易方达科创人工智能ETF联接A,INDEX,,,映射缺失,,
023572,万家中证港股通央企红利ETF联接A,INDEX,,,映射缺失,,
023597,景顺长城中证港股通创新药ETF联接A,INDEX,,,映射缺失,,
023609,光大中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023613,中欧中证红利低波动指数A,INDEX,,,映射缺失,,
023621,华夏上证科创板200ETF联接A,INDEX,,,映射缺失,,
023630,鑫元中证A100指数A,INDEX,,,映射缺失,,
023638,国泰A股电网设备ETF联接A,INDEX,,,映射缺失,,
023651,富国上证科创板芯片ETF发起式联接A,INDEX,,,映射缺失,,
023655,融通中证诚通央企科技创新ETF发起式联接A,INDEX,,,映射缺失,,
023659,华泰柏瑞北证50成份指数A,INDEX,,,映射缺失,,
023686,建信上证科创板200ETF联接A,INDEX,,,映射缺失,,
023719,华夏上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023721,天弘上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023723,景顺长城上证科创板综合价格ETF联接A,INDEX,,,映射缺失,,
023725,工银上证科创板综合价格ETF联接A,INDEX,,,映射缺失,,
023727,博时上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023729,易方达上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023731,南方上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023733,国泰上证科创板综合ETF发起联接A,INDEX,,,映射缺失,,
023735,汇添富上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023737,富国上证科创板综合价格ETF联接A,INDEX,,,映射缺失,,
023739,招商上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023741,华泰柏瑞上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023743,建信上证科创板综合ETF联接A,INDEX,,,映射缺失,,
023746,华富新华中诚信红利价值指数A,INDEX,,,映射缺失,,
023748,广发上证科创板200ETF联接A,INDEX,,,映射缺失,,
023755,永赢中证A500ETF发起联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023757,鹏华上证科创综合ETF联接A,INDEX,,,映射缺失,,
023775,兴银MSCI中国A50互联互通指数发起A,INDEX,,,映射缺失,,
023828,万家中证半导体材料设备主题ETF发起式联接A,INDEX,,,映射缺失,,
023830,华泰柏瑞创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023832,华泰柏瑞中证油气产业ETF发起式联接A,INDEX,,,映射缺失,,
023851,富国上证科创板新能源ETF发起式联接A,INDEX,,,映射缺失,,
023859,富国创业板50ETF发起式联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023863,东财中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023865,兴业中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023876,申万菱信中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023879,浙商汇金中证A500指数A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023882,华夏创业板50ETF发起式联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023884,华夏中证金融科技主题ETF发起式联接A,INDEX,,,映射缺失,,
023886,永赢北证50成份指数发起A,INDEX,,,映射缺失,,
023905,中欧上证科创板综合指数A,INDEX,,,映射缺失,,
023917,华夏国证自由现金流ETF发起式联接A,INDEX,,,映射缺失,,
023919,国泰富时现金流ETF联接A,INDEX,,,映射缺失,,
023926,鹏华上证科创板200ETF联接A,INDEX,,,映射缺失,,
023929,银华国证港股通创新药ETF发起式联接A,INDEX,,,映射缺失,,
023934,长城上证科创板综合指数A,INDEX,,,映射缺失,,
023941,永赢上证科创板综合指数A,INDEX,,,映射缺失,,
023949,银河中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
023968,博时创业板50指数A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
023975,兴银中证全指公用事业指数发起A,INDEX,,,映射缺失,,
023979,诺德华证价值优选50指数发起式A,INDEX,,,映射缺失,,
024000,农银上证科创板50指数A,INDEX,,,映射缺失,,
024002,汇添富国证自由现金流ETF联接A,INDEX,,,映射缺失,,
024004,国联中证A50联接A,INDEX,,,映射缺失,,
024011,万家沪深300ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
024029,招商港股通红利低波ETF联接A,INDEX,,,映射缺失,,
024033,嘉实上证科创板综合ETF联接A,INDEX,,,映射缺失,,
024037,银华港股科技30联接A,INDEX,,,映射缺失,,
024042,富国恒生A股专精特新企业ETF发起式联接A,INDEX,,,映射缺失,,
024050,华宝中证信息技术应用创新产业ETF发起式联接A,INDEX,,,映射缺失,,
024059,汇添富中证光伏产业ETF发起式联接A,INDEX,,,映射缺失,,
024063,汇添富创业板ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024069,上银中证半导体产业指数发起式A,INDEX,,,映射缺失,,
024071,上银创业板50指数发起式A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
024073,上银国证自由现金流指数A,INDEX,,,映射缺失,,
024078,长城国证自由现金流ETF联接A,INDEX,,,映射缺失,,
024085,兴业上证科创板综合价格ETF联接A,INDEX,,,映射缺失,,
024117,中欧国证自由现金流指数A,INDEX,,,映射缺失,,
024142,南方深证100ETF联接A,INDEX,sz399330,深证100,深证100,0.9,name:深证100
024144,华夏中证港股通汽车产业主题ETF发起式联接A,INDEX,,,映射缺失,,
024146,富国深证100ETF联接A,INDEX,sz399330,深证100,深证100,0.9,name:深证100
024161,大成北证50成份指数发起式A,INDEX,,,映射缺失,,
024174,东财上证科创板综指ETF联接A,INDEX,,,映射缺失,,
024179,富国中证500ETF发起式联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
024189,华泰柏瑞恒生消费ETF发起式联接A,INDEX,,,映射缺失,,
024192,国投瑞银中证全指公用事业ETF发起式联接A,INDEX,,,映射缺失,,
024194,永赢国证商用卫星通信产业ETF发起联接A,INDEX,,,映射缺失,,
024218,融通中证诚通央企红利ETF联接A,INDEX,,,映射缺失,,
024220,汇安中证红利低波动100指数A,INDEX,,,映射缺失,,
024225,长城沪深300自由现金流指数A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
024227,东方红中证港股通高股息投资指数A,INDEX,,,映射缺失,,
024245,广发上证科创板人工智能ETF发起式联接A,INDEX,,,映射缺失,,
024247,工银港股红利ETF联接A,INDEX,,,映射缺失,,
024252,申万菱信中证红利指数A,INDEX,sh000922,中证红利,中证红利,0.8,name:中证红利
024266,融通中证诚通央企ESGETF联接A,INDEX,,,映射缺失,,
024273,华夏中证农业主题ETF发起式联接D,INDEX,,,映射缺失,,
024298,浦银安盛中证A500ETF联接A,INDEX,sh000510,中证A500,中证A500,1.0,name:中证A500
024315,南方中证全指家用电器ETF发起联接A,INDEX,,,映射缺失,,
024326,农银中证800自由现金流指数A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024328,易方达恒生港股通创新药ETF联接发起式A,INDEX,,,映射缺失,,
024345,浙商汇金上证科创板综合指数A,INDEX,,,映射缺失,,
024348,中欧国证通用航空产业指数发起A,INDEX,,,映射缺失,,
024350,建信上证智选科创板创新价值ETF联接A,INDEX,,,映射缺失,,
024363,华富中证港股通创新药指数型发起式A,INDEX,,,映射缺失,,
024365,华富华证沪深港汽车制造主题指数型发起式A,INDEX,,,映射缺失,,
024367,华宝沪深300自由现金流ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
024369,天弘富时自由现金流指数A,INDEX,,,映射缺失,,
024371,天弘中证港股通央企红利ETF联接A,INDEX,,,映射缺失,,
024381,广发中证港股通汽车ETF发起式联接A,INDEX,,,映射缺失,,
024383,万家上证50ETF发起式联接A,INDEX,sh000016,上证50,上证50,1.0,name:上证50
024400,国投瑞银中证全指自由现金流指数发起式A,INDEX,,,映射缺失,,
024402,渤海汇金中证全指自由现金流指数发起A,INDEX,,,映射缺失,,
024407,鑫元中证港股通创新药指数发起式A,INDEX,,,映射缺失,,
024409,鑫元科创AI指数发起式A,INDEX,,,映射缺失,,
024411,华夏上证科创板人工智能ETF联接A,INDEX,,,映射缺失,,
024417,华夏上证科创板半导体材料设备主题ETF发起式联接A,INDEX,,,映射缺失,,
024419,华夏创业板新能源ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024478,鑫元创业AI指数发起式A,INDEX,,,映射缺失,,
024543,平安MSCI中国A股国际ETF联接E,INDEX,,,映射缺失,,
024560,华宝上证科创板人工智能ETF发起式联接A,INDEX,,,映射缺失,,
024564,易方达中证红利价值ETF联接A,INDEX,,,映射缺失,,
024566,易方达国证自由现金流ETF联接A,INDEX,,,映射缺失,,
024570,银华国证自由现金流ETF联接A,INDEX,,,映射缺失,,
024574,嘉实国证自由现金流ETF联接A,INDEX,,,映射缺失,,
024578,万家中证800自由现金流ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024600,招商资管中证机器人指数发起A,INDEX,,,映射缺失,,
024602,方正富邦中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024605,前海开源上证科创板50成份指数A,INDEX,,,映射缺失,,
024613,摩根沪深300自由现金流ETF联接A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
024616,大成中证全指自由现金流ETF发起式联接A,INDEX,,,映射缺失,,
024619,嘉实中证机器人ETF发起联接A,INDEX,,,映射缺失,,
024622,华泰柏瑞中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024624,苏新中证800自由现金流指数A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024630,兴银中证红利低波动指数发起A,INDEX,,,映射缺失,,
024655,鹏华中证800自由现金流ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024662,富国创业板人工智能ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024688,富国国证通用航空产业ETF发起式联接A,INDEX,,,映射缺失,,
024700,嘉实中证港股通创新药ETF发起联接A,INDEX,,,映射缺失,,
024702,嘉实中证港股通汽车产业主题指数发起式A,INDEX,,,映射缺失,,
024705,嘉实中证港股通高股息投资ETF发起联接A,INDEX,,,映射缺失,,
024713,博时国证大盘价值ETF联接A,INDEX,,,映射缺失,,
024725,南方创业板人工智能ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024732,鹏华上证科创板生物医药ETF发起式联接A,INDEX,,,映射缺失,,
024739,华泰柏瑞中证港股通科技ETF发起式联接A,INDEX,,,映射缺失,,
024743,浦银安盛北证50成份指数A,INDEX,,,映射缺失,,
024745,汇添富中证800自由现金流ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024748,博时中证卫星产业指数A,INDEX,,,映射缺失,,
024750,兴业上证科创板人工智能指数A,INDEX,,,映射缺失,,
024761,富国中证800自由现金流ETF联接A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024763,富国上证科创板人工智能ETF发起式联接A,INDEX,,,映射缺失,,
024766,华宝国证通用航空产业ETF发起式联接A,INDEX,,,映射缺失,,
024768,汇添富中证机器人ETF发起式联接A,INDEX,,,映射缺失,,
024770,华富中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024772,摩根标普港股通低波红利ETF发起式联接A,INDEX,,,映射缺失,,
024774,永赢上证科创板人工智能指数发起A,INDEX,,,映射缺失,,
024777,金鹰中证全指自由现金流指数A,INDEX,,,映射缺失,,
024788,光大国证通用航空产业指数发起式A,INDEX,,,映射缺失,,
024792,鑫元中证800自由现金流指数A,INDEX,sh000906,中证800,中证800,0.9,name:中证800
024814,汇添富沪深300自由现金流指数A,INDEX,sh000300,沪深300,沪深300,1.0,name:沪深300
024820,国富国证港股通科技指数A,INDEX,,,映射缺失,,
024828,建信北证50成份指数发起A,INDEX,,,映射缺失,,
024833,博时中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024847,国投瑞银中证港股通科技指数发起式A,INDEX,,,映射缺失,,
024853,国泰上证科创板芯片ETF发起联接A,INDEX,,,映射缺失,,
024860,永赢中证港股通医疗主题ETF发起联接A,INDEX,,,映射缺失,,
024862,万家创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
024864,富国恒生港股通汽车主题ETF发起式联接A,INDEX,,,映射缺失,,
024872,农银中证红利低波动100指数A,INDEX,,,映射缺失,,
024874,嘉实上证科创板人工智能指数发起式A,INDEX,,,映射缺失,,
024881,南方创业板200ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024885,天弘港股科技ETF联接A,INDEX,,,映射缺失,,
024887,平安中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024893,易方达中证国资央企50ETF联接发起式A,INDEX,,,映射缺失,,
024898,国投瑞银上证科创板人工智能指数发起式A,INDEX,,,映射缺失,,
024902,中银中证全指自由现金流ETF联接A,INDEX,,,映射缺失,,
024904,招商资管中证全指自由现金流指数发起A,INDEX,,,映射缺失,,
024906,中加沪深300红利低波动指数A,INDEX,,,映射缺失,,
024912,华夏国证通用航空产业ETF发起式联接A,INDEX,,,映射缺失,,
024920,大成创业板50ETF联接A,INDEX,sz399673,创业板50,创业板50,0.9,name:创业板50
024926,交银恒生港股通创新药精选指数A,INDEX,,,映射缺失,,
024939,鹏华中证电信主题ETF发起式联接A,INDEX,,,映射缺失,,
024943,华夏上证580ETF联接A,INDEX,,,映射缺失,,
024949,易方达上证380ETF联接A,INDEX,,,映射缺失,,
024951,易方达上证580ETF联接A,INDEX,,,映射缺失,,
024972,景顺长城中证芯片产业ETF联接A,INDEX,,,映射缺失,,
024974,华泰柏瑞上证科创板半导体材料设备主题ETF发起式联接A,INDEX,,,映射缺失,,
024978,易方达科创200ETF联接A,INDEX,,,映射缺失,,
024980,汇添富上证科创板50成份ETF发起式联接A,INDEX,,,映射缺失,,
024982,国泰创业板医药ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
024985,华宝中证制药ETF发起联接A,INDEX,,,映射缺失,,
024992,汇添富上证科创板200指数发起式A,INDEX,,,映射缺失,,
025003,泰信中证全指自由现金流指数A,INDEX,,,映射缺失,,
025027,东财上证科创50ETF联接A,INDEX,sh000688,科创50,科创50,1.0,name:科创50
025105,南方上证科创板人工智能ETF发起联接A,INDEX,,,映射缺失,,
025107,南方中证全指电子行业指数A,INDEX,,,映射缺失,,
025166,汇添富恒生港股通中国科技ETF联接A,INDEX,,,映射缺失,,
025168,永赢国证自由现金流ETF联接A,INDEX,,,映射缺失,,
025181,浦银安盛港股通科技指数A,INDEX,,,映射缺失,,
025186,中银中证港股通互联网指数发起A,INDEX,,,映射缺失,,
025189,交银中证港股通央企红利指数A,INDEX,,,映射缺失,,
025193,银华中证全指证券公司ETF发起式联接A,INDEX,,,映射缺失,,
025197,广发港股通科技ETF联接A,INDEX,,,映射缺失,,
025200,景顺长城国证港股通红利低波动率ETF联接A,INDEX,,,映射缺失,,
025220,华宝恒生港股通创新药精选ETF发起式联接A,INDEX,,,映射缺失,,
025224,富国恒指港股通ETF发起式联接A,INDEX,,,映射缺失,,
025315,摩根上证科创板新一代信息技术ETF联接A,INDEX,,,映射缺失,,
025317,光大国证机器人产业指数A,INDEX,,,映射缺失,,
025342,长盛上证科创板芯片指数A,INDEX,,,映射缺失,,
025362,国泰创业板新能源ETF发起联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
025366,富国中证港股通科技ETF发起式联接A,INDEX,,,映射缺失,,
025380,汇添富国证通用航空产业ETF发起式联接A,INDEX,,,映射缺失,,
025388,万家中证800红利低波动指数A,INDEX,,,映射缺失,,
025396,华夏上证智选科创板价值50策略ETF发起式联接A,INDEX,,,映射缺失,,
025398,银华创业板综合ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
025423,华夏中证500自由现金流ETF联接A,INDEX,sh000905,中证500,中证500,1.0,name:中证500
025432,东方中证红利低波动100指数A,INDEX,,,映射缺失,,
025435,金鹰中证港股通高股息投资指数A,INDEX,,,映射缺失,,
025443,景顺长城北证50成份指数A,INDEX,,,映射缺失,,
025455,国投瑞银北证50成份指数发起式A,INDEX,,,映射缺失,,
025457,申万菱信中证A500红利低波动指数A,INDEX,,,映射缺失,,
025461,西部利得创业板综合ETF联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
025474,招商中证A50ETF发起式联接A,INDEX,,,映射缺失,,
025478,华夏上证180ETF联接A,INDEX,,,映射缺失,,
025490,平安中证卫星产业指数A,INDEX,,,映射缺失,,
025492,国泰创业板人工智能ETF发起联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
025497,易方达国证价值100ETF联接发起式A,INDEX,,,映射缺失,,
025503,南方中证港股通科技ETF发起联接A,INDEX,,,映射缺失,,
025505,华夏创业板人工智能ETF发起式联接A,INDEX,sz399006,创业板指,创业板指,1.0,name:创业板
025507,华夏中证港股通医疗主题ETF发起式联接A,INDEX,,,映射缺失,,
025518,东方红中证东方红红利低波动指数D,INDEX,,,映射缺失,,
025525,平安恒生港股通科技主题ETF发起式联接A,INDEX,,,映射缺失,,
